Hours_Studied,Attendance_Rate,Sleep_Hours,Practice_Tests_Taken,Exam_Score
59.5718112317118,9.603614819680157,22.040853067766097,58.921043016190254,244.18030558950403
73.73330403562943,36.28348119664104,30.727455291514346,86.3033444854976,276.90477577333314
36.18142650216499,39.246835171556555,27.387595153279815,55.25325048937817,96.00678642555698
55.97448446778967,48.60491818418829,17.019533623305175,77.70679350341582,150.7208838154878
90.36522589128893,42.54857085207509,56.76112467653689,67.01631681925096,331.0986067994511
90.66637800400943,27.179716329791137,29.28780972839439,92.5314720991743,339.351052348865
21.302677941745262,4.489543476153241,15.133419290792391,31.60257387343634,104.04852553362456
28.651859032436807,24.44366223080564,44.0862695884896,75.31442144047583,133.8049219152137
14.63204829707469,46.39681737810628,19.294145008474967,62.444994907301144,22.357747061151727
49.672885928557285,39.380909975173815,33.7086997203026,36.8523324867152,146.8358943004773
12.688858979071025,24.254711302704408,38.628320949627664,81.30840363165332,91.64375149226743
51.114990195523994,22.763968074044318,23.51567977223942,42.5524867734114,180.29015817022278
68.42296428532848,10.899288420467679,25.691099446143983,92.38476969193967,308.5287969602888
35.06385543831777,8.86066904009118,24.59729736209446,70.26186016805015,154.78261586008222
70.86294117821181,3.6811834609678797,28.70638990248946,73.90967966171125,316.86029211058496
63.17765356747157,44.61965937935462,13.77538829530382,61.6091477649446,170.4297788648439
12.158369413944882,32.008830844952946,17.643633758938776,78.09056973517464,37.867401162934584
60.29686791917938,7.166615873566068,28.592135578153762,22.686976550303235,253.57124700712396
33.33272022167189,20.706345985810366,40.38952117354455,61.494555878998746,141.00492956528822
47.35910773090627,2.4554462198936813,36.31744177429087,47.43498386391799,214.67856471023347
35.517257359418686,10.468667476118181,47.294174292102966,65.65320614753087,181.92214249620832
72.38241264816966,36.53540620645192,36.94052272069424,59.05686186693696,253.01502517636754
49.64083459036655,32.55613852207997,24.88871007447086,72.33155766631371,152.53889183882882
24.118096462746692,23.948914868848885,28.771565943869607,43.24737106475721,91.23611840381722
59.018411622866026,13.739025274781962,9.69606446221702,96.78303774374638,224.87699055324882
80.22832880602303,32.61115625330924,20.39224889786066,106.31717194500904,278.50778907569725
37.57271791385618,47.82247556586902,19.796407211960144,55.834331638344985,79.05839103186237
29.976209553896325,21.77602780875964,32.70593424970665,59.70053628364753,132.09044012751664
44.91741318000839,3.506625254383511,36.47829797409858,65.75115300732712,220.23242213354706
94.27452848743874,2.8865743911483777,24.39626581115838,85.28171500755323,390.8949810303664
97.83958802256404,4.143550939877871,24.11498380320571,97.93801911607272,411.22564894530564
70.51453083215323,47.98535936266106,14.534441771889222,35.8839441838297,178.68755010776877
91.25506976845583,27.038041809324692,28.722379421141405,47.69782871170975,294.16341240083295
86.11757841638614,41.87312163348612,32.481680271468235,38.7568775314434,267.5334180477441
44.019463719600026,8.501677211856734,34.457809586531425,37.74437699122342,197.28580145135928
18.29953079845518,13.017253636445759,22.17290956552536,27.214075053660338,87.90444903892396
68.80698122711826,34.598875593642134,49.884896798105515,67.25606972434271,282.120034331811
60.20566861496059,44.778516407099175,41.95058335971276,36.81927069957587,192.105169574814
42.54082867563203,17.034424223007978,29.047624012993758,90.06523905410972,193.80129976615328
30.254905435584874,3.233659899514163,24.7281222066604,78.1663743268094,158.21078237386993
46.586792473862374,43.20598347053219,26.784153069078165,39.405809493734466,125.05563050814244
52.204622382925216,14.5436222914738,31.511303716529916,39.39582764586884,217.47501883371604
34.23120204259551,37.05412031997813,29.81372284443041,47.75231164631773,114.29462682879816
36.26134968028893,7.9016827350747,34.83528787408307,87.9993099204373,187.31807720595873
51.191775939068016,34.74817175704379,37.689651576916866,43.00785280573977,175.2956193484257
87.44805216522339,42.07098095155741,43.662428435589185,30.12900664421923,293.33458468472173
62.762761402103926,36.35760393733546,41.47264793112611,59.011522294893226,241.19975199551817
35.513907618898884,17.95537624317457,28.897708445980765,67.46779888002722,157.5594409880225
35.01797559612412,36.33448757450989,33.882504142848944,46.85485029834379,104.93188363967725
50.91598679697521,6.973356209123017,26.12872818822037,92.3886161328141,234.2146910716202
28.486931014448878,15.690955761661101,24.12779687671688,64.80913560829175,124.53676822000452
28.12408399387658,20.979137834147227,49.10826851356366,69.0607557354975,141.31920257158458
56.263155383569774,43.860601947215855,25.40153849781901,42.889345580334684,165.00565722292754
17.85064319027242,7.6870104285571506,49.90737812322245,59.20540322809822,146.51914185320646
53.52269791164279,44.006239512465775,26.509646070174696,56.86962371543834,162.41129507941534
42.595859114905004,39.9482159610402,32.5282509122155,14.555117707582866,123.42757576312452
73.6917959634104,48.581214853899034,40.89409548186299,65.75314457421723,233.3125361611108
77.20716007918041,18.38514916517302,30.239220218089148,24.103859293553555,283.75859152556137
72.1983629670188,10.246988445388954,33.93125281258067,59.42428708775684,297.75860981191903
72.02623723794227,12.02851601672995,27.586152001906438,30.521143463635223,275.63248771430125
43.624011173403545,41.393140071071045,25.244751421867523,100.39301284190708,158.4985105095475
70.13213242617408,48.261407429695765,28.34222976868562,66.52524545897313,211.08945322296083
40.586379756113615,34.94049991902117,23.502825792529755,77.22715227767547,116.84618842978
61.551448288198756,24.124852088691494,46.31382953958594,78.38016262090491,257.0063965042304
39.3226442258387,14.352488234056644,28.32301397233536,33.510226054102766,151.1032613358975
50.06305443371788,41.68439421715798,47.22669197846699,14.364153700789252,136.44839868861155
15.537603774694535,43.608975419971294,3.1489132220037455,53.408436943112726,-14.617977724401934
31.840787996590432,4.606579590029581,30.184207947146515,77.94299494372734,186.5677358904424
97.4442345556211,10.797473550988833,35.61951672422086,61.82069023154669,408.84299816148854
30.752578391956657,41.58805452289332,27.0617876216239,75.7086449415418,85.73751707283012
72.23297598525971,42.4151948539748,40.94653079198753,78.73265146020417,262.2710278031819
68.54291723923656,15.732649938199867,36.39692355203115,30.152057979587404,277.39620373406353
75.1545225493734,13.964729842342816,27.253998796780973,65.75367447436892,287.69860936849506
52.75797495709882,21.540751100923,34.35009258171744,99.32949255830673,229.90856536765006
63.699739714167656,26.972325013233338,58.11878375005874,48.58935409794105,259.89982231210155
16.02724815395437,4.7783407503306785,32.519951266832265,19.418557485238296,96.51793001427797
16.530592404001005,41.845606935680756,32.995023312069634,55.3619089360479,21.318773187762744
27.90784236673705,26.736743517566048,25.600086887720348,50.70662557702198,94.11228155921047
23.667489730768693,38.74839075204618,31.334970410228063,68.36762045237343,83.82858026747671
19.00939101233002,11.541813278816344,17.107388061882688,42.15187330673152,96.52189497700044
21.636447814796874,48.26466755531828,28.01709743337036,61.814335460572934,57.21307094613731
59.794995862688815,37.55136536591897,54.57587626290851,15.651647779266966,200.36640320093215
26.903334243149043,17.154693219598073,40.672155507363044,77.07926743312777,164.1781099782325
95.68911187280874,47.42638234799774,36.41420655594048,91.73733086132563,331.5412530387253
71.3450600926684,35.02558894831364,41.039216646049965,85.95755227716916,254.78779796948356
58.69177060237941,42.02805427431185,48.81754991107485,29.695686831444085,198.2072792618235
73.64625407271079,2.274865292793443,35.9358811479112,66.38392351751207,325.77689093336227
33.7498003857262,2.7820770525844085,50.70878525776086,0.3205959023607292,178.483542441334
93.40531158283551,37.13686367748144,40.69798358456993,65.6637184356098,329.5753769110345
85.52737520199736,15.234321647419602,31.665195100182665,58.712796562215594,346.79075655741315
75.36875485852335,25.839218292162265,47.194765552886366,40.08411511084965,288.76966140437753
53.2215960476869,7.813121183563676,6.407852619872219,66.87589036996599,208.17034982923713
85.7892867288982,48.897620482849234,24.286510380712244,62.76029310016074,267.7511172284799
77.02770910819234,25.137552383720973,32.65787046748005,78.79005708390844,297.954812740017
69.42933157596514,41.45005392373627,20.879090868661144,62.546170484791155,208.15597755299402
92.2577740305344,3.70188981399982,28.439415971705007,64.70054025728847,394.3785534127195
67.02990074088173,23.945772610891908,23.61209103622363,21.09855475652514,219.11886430743687
42.934652636734846,3.1139740202887953,23.45584788414333,36.80554098019784,183.91037810642553
59.7560115835401,44.21207155438686,57.119263345300055,50.482012261809416,204.68906630311974
27.67425190301232,22.29050893564794,36.274738890733786,65.93689061540348,111.89322399127957
