Hours_Studied,Attendance_Rate,Sleep_Hours,Practice_Tests_Taken,Exam_Score
47.53198042323166,16.332245088604807,30.77821127912706,72.37078261572586,203.501473240609
74.82920440979423,26.352905112880464,36.183802619985244,51.13656138598724,273.8081550911268
10.01029373356104,44.29710496553872,32.324945591787376,96.21069828250913,33.5190324910019
37.20993153686558,17.86348800012499,36.82551406864485,33.88546154884525,142.09495652115035
23.208030173540173,45.42675754598996,26.8988322648194,53.10025579690041,54.76191315039242
18.310473529191803,31.168005789590136,5.651622358928613,55.38320513729061,42.30757392586929
26.76341902399038,0.7910621423278141,40.38824601859414,4.138299997069197,140.59520789716652
41.1004654338743,46.47186168718807,51.86979646974258,98.7505762723216,165.9336976176388
45.70907268076029,34.5448458758462,34.41364443568582,67.32664029080117,155.3838272490358
58.493506060302124,49.86614252257402,28.998447667165003,39.10821236184417,148.98838505641865
47.72750629629653,8.617025417266428,28.63555256103967,101.02346885714888,235.38755466530122
71.66975503570836,6.856787481443888,28.8094581222519,71.71324000344765,304.9706484115246
28.400702475836567,46.62977315185818,30.174094083000046,68.59052280043929,67.49672901962927
89.03056927518509,34.84090807449501,18.77981271253112,47.860032035999076,278.18239639187914
12.464883387813355,3.3000086361031244,24.829055420797722,62.12445448070436,91.9792202489792
70.3420759160562,37.77315263012332,20.02973172349737,29.486393675412845,215.04420753080583
47.55743221304143,37.69380942306232,32.4879916138777,75.9005218884969,144.7966297814323
60.282084560117646,46.15122677732417,27.03358847629137,52.51123362313559,176.29058635484176
22.634824473571037,35.576237931423584,34.95211323977961,62.680963931092464,75.43043433666101
27.829134017639092,6.213548098608235,28.25296840257499,84.04109724399412,167.55576375974306
82.0670111807983,0.9940066919897794,39.86335187821242,65.69496221698115,370.98136457835466
97.14354181474577,1.310549343885964,32.13533901335442,65.24934890926536,380.61197932357845
38.208176034331856,1.4153244010397303,51.90699728969733,65.52998609644368,231.65629077861095
72.30903541023827,12.310553380152294,11.036390771089074,45.33456792209374,266.3831571583521
88.87502370664345,43.0013974341444,23.530833117450918,76.72009438868537,287.5753236630982
90.51459971534626,26.941553217082642,39.01486891648711,90.86718221608967,347.7885328928888
17.653979023280012,27.641098934288294,55.28325706806398,75.17611320195861,116.20339612168694
13.514930490959411,42.10154461798029,27.5136522228454,77.69817628929766,26.62419073555233
25.2847377608112,6.208665755995558,30.436689931783892,42.45436962163623,151.55677307070417
89.03282530864718,13.959183950556975,27.736857574863947,42.64425554254149,342.5507877001461
18.85121504497451,29.287963572914393,43.314571125875915,31.1824795141632,93.42153493681806
47.89968625045469,48.47978741598373,27.12692136523981,84.64506141656872,132.86084468039536
96.21005771354517,28.051510962785496,36.800698398781044,54.916402647852635,331.8868119756936
57.984875647571535,0.9323644686471511,26.80198401101329,87.99687884961972,284.2978155952253
72.2689402555426,40.03163363403082,17.27441244754006,44.36176634626399,220.31207899036733
38.39640679054567,11.648713692051022,33.13547720463432,51.24982034342838,175.66620880142565
71.78508349134253,40.35525978093896,35.03184813435326,61.908501743825155,224.10628285541708
85.11631047076357,19.393032203208588,42.93225882532262,78.42900137319023,343.43597845075556
11.645944960977262,43.177092727971434,28.895529735826837,61.21500391599014,21.550905614871024
77.51298834504708,37.35608213685923,23.82637936287639,64.22249510015433,251.70882624925173
98.99749800158452,27.812011699520944,35.62761096619026,60.330551346112316,359.8445754143124
77.33490889418555,6.822761283034251,32.407370922377325,63.54375440551921,325.2505150582723
35.239959285796466,2.995884475610583,32.80665077122639,37.67059964230511,165.9126342918646
81.03513956063397,6.067172787036867,29.268872962527222,61.61854201946557,331.4836409133709
19.290340591987782,2.227593927238086,41.6033856999377,56.268420129770675,126.6309635243625
50.31041735583146,5.374706455304645,33.694927163757235,58.86351038228305,252.3448444600308
91.7735952783786,11.285466930392735,49.04658708340981,69.84673111873298,386.5336442285788
36.425273353631155,35.64944901913383,41.11056698560505,46.38643717982228,129.92661458834075
35.89978047277138,27.98584910270712,36.5904979610021,58.3098394519074,129.72360637175802
21.702571490644992,0.6277990079557927,13.725616593837426,54.052762344529924,126.083025781431
11.743026208326736,3.5987139844743385,36.02319280295629,68.34604009949724,92.21253399869063
71.09519796459018,48.3638165000136,34.20282203647059,75.69541302031179,235.36642236050724
29.046530440005313,28.405023095997105,38.10951672803556,40.891494752526214,107.83579623954336
33.89919934350036,10.164661733049524,40.44442094707259,71.71820862205232,202.7998680463676
54.24158433523045,12.616287228516171,25.991218082110734,101.31566640437669,232.13329616570363
14.802629060537235,37.19129270375465,38.24005618450408,30.5768614833475,35.64778999867012
61.67058449428118,9.771474055465939,24.3769456898091,43.396562093697725,249.94988422696406
23.205571741522913,29.067946363662887,49.548780750090344,42.38844800311658,113.15856655706722
63.03749832129558,48.50099945441562,16.680483334827517,54.41804556913419,161.7761784427141
72.97825240188381,42.34144007450176,12.393114396012166,92.45698171908002,228.4717314501371
19.210098594504323,11.992387957379307,13.492787341758998,60.267053526943535,66.95153465307746
47.26503890376115,24.6884857134365,21.094444158369516,46.106128094255475,153.64652456189148
72.49601419549705,30.99778591906899,18.808846014402718,72.43607008611144,251.9455090200862
47.27613425742124,41.44904497750893,49.560789037036415,48.00390937858305,172.94012024497295
14.495811305147845,7.839569732304214,26.735005019218157,82.46824324043871,104.77100808280363
58.23067653239604,0.9288101088704759,16.573242106225642,66.10534080488021,275.3609827966519
69.741518069781,3.5011071859611165,41.14382976779792,87.77558792740537,347.6058701032662
56.34002008524777,24.31725554685159,24.134760611784074,46.77311513693962,197.86557903484146
95.0135280391732,30.31647308266652,17.63146623458603,120.61714224744061,326.2140552569922
62.78995364517936,28.44257185432407,38.75838927649299,76.49169250066915,227.0156864881135
91.30617237590951,15.868120466108039,36.23362176578033,73.09160305173401,358.4961097153857
22.372723373161378,49.43080772062245,25.650433170447723,58.97623104784672,45.926882000460004
22.53487125256827,28.987260962289845,44.07540000241229,45.488057617311455,96.73603305256842
82.66521598385714,19.00705863117752,31.291015797107253,42.644626447528196,287.3424868360919
45.79091532869802,27.54741095589484,46.169495988573004,57.28045347798821,184.17460427964397
24.88187774052395,37.266721545325105,35.027408819999046,44.054604290137405,89.02026332134983
93.47577223564305,33.46164467265923,45.58805540619859,65.6535142449684,340.68012574906226
41.298927377095595,13.245977883140469,31.094026964254283,43.478051363053595,168.28185413111487
77.573089282254,3.3167417214220785,17.802556030209672,72.42165401678017,342.66079014272543
75.33981868154063,18.504209895705316,54.493686490613975,79.12243408249392,330.31826080237823
